subj,is.analysis.group,roi,param,taua
DMCC2834766,FALSE,vwfa,dphono,-0.0521008403361345
DMCC3062542,TRUE,vwfa,dphono,0.00504201680672269
DMCC4191255,FALSE,vwfa,dphono,-0.0747899159663866
DMCC4260551,FALSE,vwfa,dphono,0.0375350140056022
DMCC4854075,TRUE,vwfa,dphono,-0.110924369747899
DMCC5009144,TRUE,vwfa,dphono,-0.00812324929971989
DMCC5195268,FALSE,vwfa,dphono,0.0994397759103641
DMCC5775387,FALSE,vwfa,dphono,0
DMCC6371570,FALSE,vwfa,dphono,0.0302521008403361
DMCC6418065,TRUE,vwfa,dphono,0.128571428571429
DMCC6484785,TRUE,vwfa,dphono,0.113445378151261
DMCC6661074,TRUE,vwfa,dphono,0.00700280112044818
DMCC6671683,TRUE,vwfa,dphono,0.0305322128851541
DMCC6705371,FALSE,vwfa,dphono,0.143697478991597
DMCC6721369,TRUE,vwfa,dphono,0.0490196078431373
DMCC6904377,FALSE,vwfa,dphono,0.0235294117647059
DMCC7297690,TRUE,vwfa,dphono,-0.034733893557423
DMCC7921988,TRUE,vwfa,dphono,-0.0907563025210084
DMCC8033964,TRUE,vwfa,dphono,-0.0456582633053221
DMCC8050964,TRUE,vwfa,dphono,-0.0490196078431373
DMCC8078683,FALSE,vwfa,dphono,0.133053221288515
DMCC9441378,TRUE,vwfa,dphono,-0.00588235294117647
DMCC9478705,TRUE,vwfa,dphono,0.0350140056022409
DMCC9953810,TRUE,vwfa,dphono,-0.092436974789916
107321,TRUE,vwfa,cielab,0.0512605042016807
115825,FALSE,vwfa,cielab,0.0666666666666667
123117,TRUE,vwfa,cielab,-0.00952380952380953
130114,TRUE,vwfa,cielab,0.0145658263305322
130518,FALSE,vwfa,cielab,0.0759103641456583
132017,TRUE,vwfa,cielab,-0.0140056022408964
138837,TRUE,vwfa,cielab,0.0509803921568627
141422,TRUE,vwfa,cielab,0.0294117647058824
150423,TRUE,vwfa,cielab,0.0509803921568627
158136,TRUE,vwfa,cielab,-0.0557422969187675
160830,TRUE,vwfa,cielab,-0.0246498599439776
161832,TRUE,vwfa,cielab,-0.038375350140056
165032,TRUE,vwfa,cielab,-0.128011204481793
171330,TRUE,vwfa,cielab,0.0442577030812325
178243,TRUE,vwfa,cielab,0.11624649859944
178647,FALSE,vwfa,cielab,-0.0714285714285714
178950,TRUE,vwfa,cielab,0.00224089635854342
182436,TRUE,vwfa,cielab,-0.080672268907563
197449,TRUE,vwfa,cielab,-0.0565826330532213
203418,TRUE,vwfa,cielab,0.0100840336134454
204319,TRUE,vwfa,cielab,0.0630252100840336
233326,FALSE,vwfa,cielab,0.0109243697478992
300618,TRUE,vwfa,cielab,-0.00280112044817927
317332,TRUE,vwfa,cielab,0.10140056022409
346945,TRUE,vwfa,cielab,0.101680672268908
352738,TRUE,vwfa,cielab,0.0338935574229692
393550,FALSE,vwfa,cielab,-0.0627450980392157
448347,TRUE,vwfa,cielab,-0.0787114845938375
580650,TRUE,vwfa,cielab,-0.0571428571428571
594156,TRUE,vwfa,cielab,0.0551820728291317
601127,TRUE,vwfa,cielab,0.134453781512605
765864,TRUE,vwfa,cielab,0.108403361344538
814649,TRUE,vwfa,cielab,0.00392156862745098
843151,TRUE,vwfa,cielab,0.0467787114845938
849971,TRUE,vwfa,cielab,0.061624649859944
873968,TRUE,vwfa,cielab,0.0571428571428571
877168,TRUE,vwfa,cielab,-0.0257703081232493
DMCC1328342,FALSE,vwfa,cielab,-0.061624649859944
DMCC1596165,FALSE,vwfa,cielab,-0.0851540616246499
DMCC1971064,TRUE,vwfa,cielab,-0.02296918767507
DMCC2442951,TRUE,vwfa,cielab,0.0504201680672269
DMCC2803654,FALSE,vwfa,cielab,0.0907563025210084
DMCC2834766,FALSE,vwfa,cielab,-0.0240896358543417
DMCC3062542,TRUE,vwfa,cielab,-0.0131652661064426
DMCC4191255,FALSE,vwfa,cielab,0.0812324929971989
DMCC4260551,FALSE,vwfa,cielab,-0.105602240896359
DMCC4854075,TRUE,vwfa,cielab,-0.0535014005602241
DMCC5009144,TRUE,vwfa,cielab,-0.0638655462184874
DMCC5195268,FALSE,vwfa,cielab,-0.00280112044817927
DMCC5775387,FALSE,vwfa,cielab,0.0775910364145658
DMCC6371570,FALSE,vwfa,cielab,-0.0464985994397759
DMCC6418065,TRUE,vwfa,cielab,0.00840336134453782
DMCC6484785,TRUE,vwfa,cielab,0.0843137254901961
DMCC6661074,TRUE,vwfa,cielab,0.00756302521008403
DMCC6671683,TRUE,vwfa,cielab,-0.0434173669467787
DMCC6705371,FALSE,vwfa,cielab,-0.0414565826330532
DMCC6721369,TRUE,vwfa,cielab,0.0492997198879552
DMCC6904377,FALSE,vwfa,cielab,-0.0397759103641457
DMCC7297690,TRUE,vwfa,cielab,0.0966386554621849
DMCC7921988,TRUE,vwfa,cielab,0.148459383753501
DMCC8033964,TRUE,vwfa,cielab,0.0235294117647059
DMCC8050964,TRUE,vwfa,cielab,-0.00224089635854342
DMCC8078683,FALSE,vwfa,cielab,-0.0417366946778711
DMCC9441378,TRUE,vwfa,cielab,-0.110084033613445
DMCC9478705,TRUE,vwfa,cielab,-0.10952380952381
DMCC9953810,TRUE,vwfa,cielab,0.0243697478991597
107321,TRUE,vwfa,tphono,0.00252100840336135
115825,FALSE,vwfa,tphono,0.0302521008403361
123117,TRUE,vwfa,tphono,0.0621848739495798
130114,TRUE,vwfa,tphono,-0.0336134453781513
130518,FALSE,vwfa,tphono,0.0865546218487395
132017,TRUE,vwfa,tphono,0.0128851540616246
138837,TRUE,vwfa,tphono,-0.026890756302521
141422,TRUE,vwfa,tphono,0.119047619047619
150423,TRUE,vwfa,tphono,0.0829131652661064
158136,TRUE,vwfa,tphono,0.096078431372549
160830,TRUE,vwfa,tphono,-0.00224089635854342
161832,TRUE,vwfa,tphono,0.126890756302521
165032,TRUE,vwfa,tphono,0.0613445378151261
171330,TRUE,vwfa,tphono,-0.0571428571428571
178243,TRUE,vwfa,tphono,0.0775910364145658
178647,FALSE,vwfa,tphono,0.0266106442577031
178950,TRUE,vwfa,tphono,-0.0700280112044818
182436,TRUE,vwfa,tphono,0.0946778711484594
197449,TRUE,vwfa,tphono,0.00896358543417367
203418,TRUE,vwfa,tphono,-0.00728291316526611
204319,TRUE,vwfa,tphono,-0.158263305322129
233326,FALSE,vwfa,tphono,0.112885154061625
300618,TRUE,vwfa,tphono,0.057703081232493
317332,TRUE,vwfa,tphono,0.088515406162465
346945,TRUE,vwfa,tphono,-0.0887955182072829
352738,TRUE,vwfa,tphono,-0.0428571428571429
393550,FALSE,vwfa,tphono,0.0240896358543417
448347,TRUE,vwfa,tphono,0.0249299719887955
580650,TRUE,vwfa,tphono,0.0291316526610644
594156,TRUE,vwfa,tphono,-0.00588235294117647
601127,TRUE,vwfa,tphono,0.0761904761904762
765864,TRUE,vwfa,tphono,-0.121848739495798
814649,TRUE,vwfa,tphono,0.0106442577030812
843151,TRUE,vwfa,tphono,0.112324929971989
849971,TRUE,vwfa,tphono,0.0201680672268908
873968,TRUE,vwfa,tphono,0.0957983193277311
877168,TRUE,vwfa,tphono,-0.00952380952380953
DMCC1328342,FALSE,vwfa,tphono,0.114285714285714
DMCC1596165,FALSE,vwfa,tphono,0.02296918767507
DMCC1971064,TRUE,vwfa,tphono,0.115406162464986
DMCC2442951,TRUE,vwfa,tphono,0.0789915966386555
DMCC2803654,FALSE,vwfa,tphono,-0.0173669467787115
DMCC2834766,FALSE,vwfa,tphono,0.0179271708683473
DMCC3062542,TRUE,vwfa,tphono,0.0568627450980392
DMCC4191255,FALSE,vwfa,tphono,-0.145098039215686
DMCC4260551,FALSE,vwfa,tphono,0.0221288515406162
DMCC4854075,TRUE,vwfa,tphono,0.046218487394958
DMCC5009144,TRUE,vwfa,tphono,-0.00448179271708684
DMCC5195268,FALSE,vwfa,tphono,0.0521008403361345
DMCC5775387,FALSE,vwfa,tphono,0.0238095238095238
DMCC6371570,FALSE,vwfa,tphono,-0.00224089635854342
DMCC6418065,TRUE,vwfa,tphono,0.0212885154061625
DMCC6484785,TRUE,vwfa,tphono,-0.102801120448179
DMCC6661074,TRUE,vwfa,tphono,0.0882352941176471
DMCC6671683,TRUE,vwfa,tphono,0.0630252100840336
DMCC6705371,FALSE,vwfa,tphono,0.0123249299719888
DMCC6721369,TRUE,vwfa,tphono,-0.0689075630252101
DMCC6904377,FALSE,vwfa,tphono,0.112044817927171
DMCC7297690,TRUE,vwfa,tphono,-0.0243697478991597
DMCC7921988,TRUE,vwfa,tphono,-0.0173669467787115
DMCC8033964,TRUE,vwfa,tphono,0.146778711484594
DMCC8050964,TRUE,vwfa,tphono,0.0728291316526611
DMCC8078683,FALSE,vwfa,tphono,0.0563025210084034
DMCC9441378,TRUE,vwfa,tphono,0.0641456582633053
DMCC9478705,TRUE,vwfa,tphono,0.0551820728291317
DMCC9953810,TRUE,vwfa,tphono,0.00252100840336135
107321,TRUE,vwfa,conclust,-0.023249299719888
115825,FALSE,vwfa,conclust,0.111484593837535
123117,TRUE,vwfa,conclust,-0.0983193277310924
130114,TRUE,vwfa,conclust,-0.0593837535014006
130518,FALSE,vwfa,conclust,0.049859943977591
132017,TRUE,vwfa,conclust,-0.0476190476190476
138837,TRUE,vwfa,conclust,0.0156862745098039
141422,TRUE,vwfa,conclust,0.0526610644257703
150423,TRUE,vwfa,conclust,-0.0322128851540616
158136,TRUE,vwfa,conclust,-0.106442577030812
160830,TRUE,vwfa,conclust,-0.042296918767507
161832,TRUE,vwfa,conclust,-0.0285714285714286
165032,TRUE,vwfa,conclust,0.0759103641456583
171330,TRUE,vwfa,conclust,-0.084593837535014
178243,TRUE,vwfa,conclust,0.0302521008403361
178647,FALSE,vwfa,conclust,-0.0753501400560224
178950,TRUE,vwfa,conclust,-0.0456582633053221
182436,TRUE,vwfa,conclust,0.0400560224089636
197449,TRUE,vwfa,conclust,-0.00112044817927171
203418,TRUE,vwfa,conclust,-0.0403361344537815
204319,TRUE,vwfa,conclust,-0.0106442577030812
233326,FALSE,vwfa,conclust,0.0408963585434174
300618,TRUE,vwfa,conclust,0.123809523809524
317332,TRUE,vwfa,conclust,-0.0759103641456583
346945,TRUE,vwfa,conclust,0.165266106442577
352738,TRUE,vwfa,conclust,-0.0565826330532213
393550,FALSE,vwfa,conclust,-0.0546218487394958
448347,TRUE,vwfa,conclust,-0.154621848739496
580650,TRUE,vwfa,conclust,-0.0456582633053221
594156,TRUE,vwfa,conclust,0.169187675070028
601127,TRUE,vwfa,conclust,-0.0887955182072829
765864,TRUE,vwfa,conclust,0.0092436974789916
814649,TRUE,vwfa,conclust,0.158543417366947
843151,TRUE,vwfa,conclust,-0.0719887955182073
849971,TRUE,vwfa,conclust,-0.0582633053221289
873968,TRUE,vwfa,conclust,-0.0599439775910364
877168,TRUE,vwfa,conclust,-0.0719887955182073
DMCC1328342,FALSE,vwfa,conclust,0.00896358543417367
DMCC1596165,FALSE,vwfa,conclust,-0.0128851540616246
DMCC1971064,TRUE,vwfa,conclust,0.103081232492997
DMCC2442951,TRUE,vwfa,conclust,-0.0324929971988796
DMCC2803654,FALSE,vwfa,conclust,0.0061624649859944
DMCC2834766,FALSE,vwfa,conclust,-0.00336134453781513
DMCC3062542,TRUE,vwfa,conclust,-0.00112044817927171
DMCC4191255,FALSE,vwfa,conclust,0.0913165266106443
DMCC4260551,FALSE,vwfa,conclust,0.000560224089635854
DMCC4854075,TRUE,vwfa,conclust,0.0700280112044818
DMCC5009144,TRUE,vwfa,conclust,0.00784313725490196
DMCC5195268,FALSE,vwfa,conclust,0.00700280112044818
DMCC5775387,FALSE,vwfa,conclust,-0.0694677871148459
DMCC6371570,FALSE,vwfa,conclust,-0.0170868347338936
DMCC6418065,TRUE,vwfa,conclust,-0.073109243697479
DMCC6484785,TRUE,vwfa,conclust,-0.156022408963585
DMCC6661074,TRUE,vwfa,conclust,0.0442577030812325
DMCC6671683,TRUE,vwfa,conclust,0.220448179271709
DMCC6705371,FALSE,vwfa,conclust,0.0635854341736695
DMCC6721369,TRUE,vwfa,conclust,-0.0549019607843137
DMCC6904377,FALSE,vwfa,conclust,0.0126050420168067
DMCC7297690,TRUE,vwfa,conclust,-0.011484593837535
DMCC7921988,TRUE,vwfa,conclust,-0.05406162464986
DMCC8033964,TRUE,vwfa,conclust,0.0946778711484594
DMCC8050964,TRUE,vwfa,conclust,-0.164985994397759
DMCC8078683,FALSE,vwfa,conclust,-0.0756302521008403
DMCC9441378,TRUE,vwfa,conclust,0.0949579831932773
DMCC9478705,TRUE,vwfa,conclust,0.107843137254902
DMCC9953810,TRUE,vwfa,conclust,0.119887955182073
107321,TRUE,vwfa,target.orth,-0.0128851540616246
115825,FALSE,vwfa,target.orth,0.106162464985994
123117,TRUE,vwfa,target.orth,-0.092436974789916
130114,TRUE,vwfa,target.orth,-0.0904761904761905
130518,FALSE,vwfa,target.orth,0.124089635854342
132017,TRUE,vwfa,target.orth,0.0310924369747899
138837,TRUE,vwfa,target.orth,0.0630252100840336
141422,TRUE,vwfa,target.orth,0.00644257703081232
150423,TRUE,vwfa,target.orth,0.0448179271708684
158136,TRUE,vwfa,target.orth,0.0210084033613445
160830,TRUE,vwfa,target.orth,-0.0397759103641457
161832,TRUE,vwfa,target.orth,0.0207282913165266
165032,TRUE,vwfa,target.orth,0.0327731092436975
171330,TRUE,vwfa,target.orth,-0.0585434173669468
178243,TRUE,vwfa,target.orth,0.0310924369747899
178647,FALSE,vwfa,target.orth,-0.0106442577030812
178950,TRUE,vwfa,target.orth,0.0165266106442577
182436,TRUE,vwfa,target.orth,0.0176470588235294
197449,TRUE,vwfa,target.orth,-0.0112044817927171
203418,TRUE,vwfa,target.orth,0.0414565826330532
204319,TRUE,vwfa,target.orth,0.0218487394957983
233326,FALSE,vwfa,target.orth,0.0887955182072829
300618,TRUE,vwfa,target.orth,0.119887955182073
317332,TRUE,vwfa,target.orth,-0.0226890756302521
346945,TRUE,vwfa,target.orth,0.117927170868347
352738,TRUE,vwfa,target.orth,0.0168067226890756
393550,FALSE,vwfa,target.orth,-0.0436974789915966
448347,TRUE,vwfa,target.orth,-0.038375350140056
580650,TRUE,vwfa,target.orth,-0.00840336134453782
594156,TRUE,vwfa,target.orth,0.11484593837535
601127,TRUE,vwfa,target.orth,-0.0366946778711485
765864,TRUE,vwfa,target.orth,0.0123249299719888
814649,TRUE,vwfa,target.orth,0.0932773109243698
843151,TRUE,vwfa,target.orth,0.00112044817927171
849971,TRUE,vwfa,target.orth,-0.0310924369747899
873968,TRUE,vwfa,target.orth,0.000840336134453782
877168,TRUE,vwfa,target.orth,-0.0593837535014006
DMCC1328342,FALSE,vwfa,target.orth,0.0787114845938375
DMCC1596165,FALSE,vwfa,target.orth,-0.0403361344537815
DMCC1971064,TRUE,vwfa,target.orth,0.0156862745098039
DMCC2442951,TRUE,vwfa,target.orth,0.0408963585434174
DMCC2803654,FALSE,vwfa,target.orth,0.073109243697479
DMCC2834766,FALSE,vwfa,target.orth,-0.065546218487395
DMCC3062542,TRUE,vwfa,target.orth,-0.0103641456582633
DMCC4191255,FALSE,vwfa,target.orth,0.0669467787114846
DMCC4260551,FALSE,vwfa,target.orth,0.0518207282913165
DMCC4854075,TRUE,vwfa,target.orth,0.0364145658263305
DMCC5009144,TRUE,vwfa,target.orth,-0.0417366946778711
DMCC5195268,FALSE,vwfa,target.orth,0.050140056022409
DMCC5775387,FALSE,vwfa,target.orth,0.0165266106442577
DMCC6371570,FALSE,vwfa,target.orth,0.0310924369747899
DMCC6418065,TRUE,vwfa,target.orth,-0.0532212885154062
DMCC6484785,TRUE,vwfa,target.orth,-0.0380952380952381
DMCC6661074,TRUE,vwfa,target.orth,0.0420168067226891
DMCC6671683,TRUE,vwfa,target.orth,0.115126050420168
DMCC6705371,FALSE,vwfa,target.orth,0.0882352941176471
DMCC6721369,TRUE,vwfa,target.orth,-0.0394957983193277
DMCC6904377,FALSE,vwfa,target.orth,-0.00784313725490196
DMCC7297690,TRUE,vwfa,target.orth,0.0747899159663866
DMCC7921988,TRUE,vwfa,target.orth,0.034733893557423
DMCC8033964,TRUE,vwfa,target.orth,0.113165266106443
DMCC8050964,TRUE,vwfa,target.orth,-0.0677871148459384
DMCC8078683,FALSE,vwfa,target.orth,0.000280112044817927
DMCC9441378,TRUE,vwfa,target.orth,0.0411764705882353
DMCC9478705,TRUE,vwfa,target.orth,0.0977591036414566
DMCC9953810,TRUE,vwfa,target.orth,0.0739495798319328
107321,TRUE,vwfa,distractor.orth,-0.0123249299719888
115825,FALSE,vwfa,distractor.orth,0.10952380952381
123117,TRUE,vwfa,distractor.orth,-0.0862745098039216
130114,TRUE,vwfa,distractor.orth,-0.0753501400560224
130518,FALSE,vwfa,distractor.orth,0.0904761904761905
132017,TRUE,vwfa,distractor.orth,0.0260504201680672
138837,TRUE,vwfa,distractor.orth,0.0613445378151261
141422,TRUE,vwfa,distractor.orth,-0.023249299719888
150423,TRUE,vwfa,distractor.orth,0.0201680672268908
158136,TRUE,vwfa,distractor.orth,0.023249299719888
160830,TRUE,vwfa,distractor.orth,-0.0263305322128852
161832,TRUE,vwfa,distractor.orth,0.0117647058823529
165032,TRUE,vwfa,distractor.orth,0.0434173669467787
171330,TRUE,vwfa,distractor.orth,-0.0439775910364146
178243,TRUE,vwfa,distractor.orth,0.00252100840336135
178647,FALSE,vwfa,distractor.orth,-0.0280112044817927
178950,TRUE,vwfa,distractor.orth,0.0338935574229692
182436,TRUE,vwfa,distractor.orth,0.0176470588235294
197449,TRUE,vwfa,distractor.orth,-0.0341736694677871
203418,TRUE,vwfa,distractor.orth,0.0352941176470588
204319,TRUE,vwfa,distractor.orth,0.0117647058823529
233326,FALSE,vwfa,distractor.orth,0.0658263305322129
300618,TRUE,vwfa,distractor.orth,0.110924369747899
317332,TRUE,vwfa,distractor.orth,-0.0394957983193277
346945,TRUE,vwfa,distractor.orth,0.0792717086834734
352738,TRUE,vwfa,distractor.orth,0.0100840336134454
393550,FALSE,vwfa,distractor.orth,-0.0476190476190476
448347,TRUE,vwfa,distractor.orth,0.0030812324929972
580650,TRUE,vwfa,distractor.orth,-0.0106442577030812
594156,TRUE,vwfa,distractor.orth,0.10812324929972
601127,TRUE,vwfa,distractor.orth,-0.0663865546218487
765864,TRUE,vwfa,distractor.orth,-0.0106442577030812
814649,TRUE,vwfa,distractor.orth,0.126890756302521
843151,TRUE,vwfa,distractor.orth,-0.0134453781512605
849971,TRUE,vwfa,distractor.orth,-0.0182072829131653
873968,TRUE,vwfa,distractor.orth,-0.0406162464985994
877168,TRUE,vwfa,distractor.orth,-0.0661064425770308
DMCC1328342,FALSE,vwfa,distractor.orth,0.100560224089636
DMCC1596165,FALSE,vwfa,distractor.orth,-0.0274509803921569
DMCC1971064,TRUE,vwfa,distractor.orth,-0.0173669467787115
DMCC2442951,TRUE,vwfa,distractor.orth,0.0173669467787115
DMCC2803654,FALSE,vwfa,distractor.orth,0.0574229691876751
DMCC2834766,FALSE,vwfa,distractor.orth,-0.0683473389355742
DMCC3062542,TRUE,vwfa,distractor.orth,-0.011484593837535
DMCC4191255,FALSE,vwfa,distractor.orth,0.0596638655462185
DMCC4260551,FALSE,vwfa,distractor.orth,0.103361344537815
DMCC4854075,TRUE,vwfa,distractor.orth,0.049859943977591
DMCC5009144,TRUE,vwfa,distractor.orth,-0.0434173669467787
DMCC5195268,FALSE,vwfa,distractor.orth,0.0389355742296919
DMCC5775387,FALSE,vwfa,distractor.orth,0.0159663865546218
DMCC6371570,FALSE,vwfa,distractor.orth,0.0663865546218487
DMCC6418065,TRUE,vwfa,distractor.orth,-0.00896358543417367
DMCC6484785,TRUE,vwfa,distractor.orth,-0.0358543417366947
DMCC6661074,TRUE,vwfa,distractor.orth,0.0380952380952381
DMCC6671683,TRUE,vwfa,distractor.orth,0.108403361344538
DMCC6705371,FALSE,vwfa,distractor.orth,0.108403361344538
DMCC6721369,TRUE,vwfa,distractor.orth,-0.0490196078431373
DMCC6904377,FALSE,vwfa,distractor.orth,-0.0112044817927171
DMCC7297690,TRUE,vwfa,distractor.orth,0.0658263305322129
DMCC7921988,TRUE,vwfa,distractor.orth,0.00448179271708684
DMCC8033964,TRUE,vwfa,distractor.orth,0.0789915966386555
DMCC8050964,TRUE,vwfa,distractor.orth,-0.0873949579831933
DMCC8078683,FALSE,vwfa,distractor.orth,0.015406162464986
DMCC9441378,TRUE,vwfa,distractor.orth,0.0350140056022409
DMCC9478705,TRUE,vwfa,distractor.orth,0.0764705882352941
DMCC9953810,TRUE,vwfa,distractor.orth,0.0694677871148459
107321,TRUE,vwfa,incongruency.orth,-0.0700280112044818
115825,FALSE,vwfa,incongruency.orth,0.197198879551821
123117,TRUE,vwfa,incongruency.orth,-0.174509803921569
130114,TRUE,vwfa,incongruency.orth,-0.0985994397759104
130518,FALSE,vwfa,incongruency.orth,0.116806722689076
132017,TRUE,vwfa,incongruency.orth,-0.0358543417366947
138837,TRUE,vwfa,incongruency.orth,0.0568627450980392
141422,TRUE,vwfa,incongruency.orth,0.0212885154061625
150423,TRUE,vwfa,incongruency.orth,-0.0361344537815126
158136,TRUE,vwfa,incongruency.orth,-0.110644257703081
160830,TRUE,vwfa,incongruency.orth,-0.0630252100840336
161832,TRUE,vwfa,incongruency.orth,0.00420168067226891
165032,TRUE,vwfa,incongruency.orth,0.101960784313725
171330,TRUE,vwfa,incongruency.orth,-0.0778711484593838
178243,TRUE,vwfa,incongruency.orth,0.0327731092436975
178647,FALSE,vwfa,incongruency.orth,-0.0896358543417367
178950,TRUE,vwfa,incongruency.orth,-0.0215686274509804
182436,TRUE,vwfa,incongruency.orth,0.0478991596638656
197449,TRUE,vwfa,incongruency.orth,-0.00252100840336135
203418,TRUE,vwfa,incongruency.orth,0.00196078431372549
204319,TRUE,vwfa,incongruency.orth,0.00784313725490196
233326,FALSE,vwfa,incongruency.orth,0.088515406162465
300618,TRUE,vwfa,incongruency.orth,0.188795518207283
317332,TRUE,vwfa,incongruency.orth,-0.0952380952380952
346945,TRUE,vwfa,incongruency.orth,0.211204481792717
352738,TRUE,vwfa,incongruency.orth,-0.0492997198879552
393550,FALSE,vwfa,incongruency.orth,-0.0980392156862745
448347,TRUE,vwfa,incongruency.orth,-0.170588235294118
580650,TRUE,vwfa,incongruency.orth,-0.0571428571428571
594156,TRUE,vwfa,incongruency.orth,0.211764705882353
601127,TRUE,vwfa,incongruency.orth,-0.13781512605042
765864,TRUE,vwfa,incongruency.orth,0.0310924369747899
814649,TRUE,vwfa,incongruency.orth,0.207843137254902
843151,TRUE,vwfa,incongruency.orth,-0.0635854341736695
849971,TRUE,vwfa,incongruency.orth,-0.0899159663865546
873968,TRUE,vwfa,incongruency.orth,-0.0624649859943978
877168,TRUE,vwfa,incongruency.orth,-0.110644257703081
DMCC1328342,FALSE,vwfa,incongruency.orth,0.0694677871148459
DMCC1596165,FALSE,vwfa,incongruency.orth,-0.0176470588235294
DMCC1971064,TRUE,vwfa,incongruency.orth,0.0910364145658263
DMCC2442951,TRUE,vwfa,incongruency.orth,-0.00980392156862745
DMCC2803654,FALSE,vwfa,incongruency.orth,0.0507002801120448
DMCC2834766,FALSE,vwfa,incongruency.orth,-0.0313725490196078
DMCC3062542,TRUE,vwfa,incongruency.orth,0.00224089635854342
DMCC4191255,FALSE,vwfa,incongruency.orth,0.135014005602241
DMCC4260551,FALSE,vwfa,incongruency.orth,0.0775910364145658
DMCC4854075,TRUE,vwfa,incongruency.orth,0.0876750700280112
DMCC5009144,TRUE,vwfa,incongruency.orth,-0.0148459383753501
DMCC5195268,FALSE,vwfa,incongruency.orth,0.0254901960784314
DMCC5775387,FALSE,vwfa,incongruency.orth,-0.0697478991596639
DMCC6371570,FALSE,vwfa,incongruency.orth,0.0196078431372549
DMCC6418065,TRUE,vwfa,incongruency.orth,-0.0865546218487395
DMCC6484785,TRUE,vwfa,incongruency.orth,-0.171708683473389
DMCC6661074,TRUE,vwfa,incongruency.orth,0.0358543417366947
DMCC6671683,TRUE,vwfa,incongruency.orth,0.23921568627451
DMCC6705371,FALSE,vwfa,incongruency.orth,0.13249299719888
DMCC6721369,TRUE,vwfa,incongruency.orth,-0.0876750700280112
DMCC6904377,FALSE,vwfa,incongruency.orth,0.0159663865546218
DMCC7297690,TRUE,vwfa,incongruency.orth,0.00532212885154062
DMCC7921988,TRUE,vwfa,incongruency.orth,-0.0266106442577031
DMCC8033964,TRUE,vwfa,incongruency.orth,0.165266106442577
DMCC8050964,TRUE,vwfa,incongruency.orth,-0.221848739495798
DMCC8078683,FALSE,vwfa,incongruency.orth,-0.0574229691876751
DMCC9441378,TRUE,vwfa,incongruency.orth,0.101120448179272
DMCC9478705,TRUE,vwfa,incongruency.orth,0.168067226890756
DMCC9953810,TRUE,vwfa,incongruency.orth,0.165826330532213
